# y   p_re    p_im    p_mod   u_re    u_im    u_mod    v_re    v_im    v_mod                     p_re_adj    p_im_adj    p_mod_adj   u_re_adj    u_im_adj    u_mod_adj    v_re_adj    v_im_adj    v_mod_adj
8.8476e+00 5.4163e-04 -7.8751e-04 9.5579e-04 -9.3844e-04 1.0649e-03 1.4194e-03 -1.0646e-03 -9.4496e-04 1.4235e-03 5.6993e-05 5.8907e-05 8.1965e-05 -1.8371e-04 -1.9410e-04 2.6725e-04 -1.6158e-04 1.5117e-04 2.2127e-04
8.6717e+00 6.0721e-04 -8.7540e-04 1.0654e-03 -1.0507e-03 1.1829e-03 1.5822e-03 -1.1832e-03 -1.0442e-03 1.5781e-03 -4.5732e-05 -4.7723e-05 6.6098e-05 1.4738e-04 1.5723e-04 2.1550e-04 1.9531e-04 -1.8456e-04 2.6872e-04
8.4991e+00 6.6818e-04 -9.7070e-04 1.1784e-03 -1.1576e-03 1.3126e-03 1.7501e-03 -1.3122e-03 -1.1641e-03 1.7541e-03 5.6417e-05 5.8231e-05 8.1079e-05 -1.8182e-04 -1.9190e-04 2.6436e-04 -1.5755e-04 1.4723e-04 2.1564e-04
8.3297e+00 7.4494e-04 -1.0748e-03 1.3077e-03 -1.2892e-03 1.4524e-03 1.9420e-03 -1.4527e-03 -1.2827e-03 1.9379e-03 -4.2754e-05 -4.4672e-05 6.1834e-05 1.3774e-04 1.4720e-04 2.0159e-04 1.9923e-04 -1.8847e-04 2.7425e-04
8.1634e+00 8.1784e-04 -1.1873e-03 1.4417e-03 -1.4167e-03 1.6054e-03 2.1411e-03 -1.6050e-03 -1.4233e-03 2.1452e-03 5.6028e-05 5.7738e-05 8.0454e-05 -1.8053e-04 -1.9032e-04 2.6232e-04 -1.5313e-04 1.4289e-04 2.0944e-04
8.0001e+00 9.0730e-04 -1.3098e-03 1.5933e-03 -1.5703e-03 1.7700e-03 2.3662e-03 -1.7704e-03 -1.5638e-03 2.3621e-03 -3.9524e-05 -4.1369e-05 5.7215e-05 1.2728e-04 1.3635e-04 1.8652e-04 2.0416e-04 -1.9338e-04 2.8121e-04
7.8397e+00 9.9370e-04 -1.4419e-03 1.7511e-03 -1.7212e-03 1.9495e-03 2.6006e-03 -1.9491e-03 -1.7278e-03 2.6047e-03 5.5840e-05 5.7441e-05 8.0110e-05 -1.7986e-04 -1.8939e-04 2.6119e-04 -1.4822e-04 1.3807e-04 2.0256e-04
7.6821e+00 1.0975e-03 -1.5851e-03 1.9279e-03 -1.8996e-03 2.1421e-03 2.8631e-03 -2.1425e-03 -1.8930e-03 2.8590e-03 -3.5997e-05 -3.7769e-05 5.2176e-05 1.1584e-04 1.2453e-04 1.7008e-04 2.1021e-04 -1.9939e-04 2.8973e-04
7.5273e+00 1.1991e-03 -1.7392e-03 2.1125e-03 -2.0768e-03 2.3513e-03 3.1372e-03 -2.3510e-03 -2.0834e-03 3.1413e-03 5.5867e-05 5.7351e-05 8.0064e-05 -1.7988e-04 -1.8916e-04 2.6103e-04 -1.4274e-04 1.3266e-04 1.9487e-04
7.3751e+00 1.3190e-03 -1.9057e-03 2.3176e-03 -2.2832e-03 2.5756e-03 3.4419e-03 -2.5759e-03 -2.2766e-03 3.4377e-03 -3.2125e-05 -3.3825e-05 4.6649e-05 1.0328e-04 1.1159e-04 1.5205e-04 2.1748e-04 -2.0659e-04 2.9996e-04
7.2254e+00 1.4377e-03 -2.0845e-03 2.5322e-03 -2.4899e-03 2.8181e-03 3.7605e-03 -2.8178e-03 -2.4965e-03 3.7647e-03 5.6123e-05 5.7484e-05 8.0338e-05 -1.8063e-04 -1.8968e-04 2.6192e-04 -1.3659e-04 1.2658e-04 1.8622e-04
7.0783e+00 1.5756e-03 -2.2771e-03 2.7691e-03 -2.7275e-03 3.0776e-03 4.1123e-03 -3.0779e-03 -2.7208e-03 4.1081e-03 -2.7856e-05 -2.9482e-05 4.0560e-05 8.9422e-05 9.7355e-05 1.3219e-04 2.2610e-04 -2.1512e-04 3.1209e-04
6.9336e+00 1.7133e-03 -2.4835e-03 3.0171e-03 -2.9671e-03 3.3574e-03 4.4806e-03 -3.3571e-03 -2.9738e-03 4.4848e-03 5.6625e-05 5.7854e-05 8.0954e-05 -1.8214e-04 -1.9099e-04 2.6392e-04 -1.2966e-04 1.1973e-04 1.7649e-04
6.7912e+00 1.8713e-03 -2.7051e-03 3.2893e-03 -3.2394e-03 3.6562e-03 4.8848e-03 -3.6564e-03 -3.2327e-03 4.8806e-03 -2.3132e-05 -2.4683e-05 3.3828e-05 7.4076e-05 8.1631e-05 1.1023e-04 2.3621e-04 -2.2511e-04 3.2630e-04
6.6511e+00 2.0301e-03 -2.9421e-03 3.5745e-03 -3.5157e-03 3.9773e-03 5.3084e-03 -3.9771e-03 -3.5224e-03 5.3127e-03 5.7388e-05 5.8475e-05 8.1931e-05 -1.8448e-04 -1.9316e-04 2.6710e-04 -1.2186e-04 1.1200e-04 1.6551e-04
6.5133e+00 2.2104e-03 -3.1960e-03 3.8859e-03 -3.8266e-03 4.3196e-03 5.7708e-03 -4.3199e-03 -3.8198e-03 5.7665e-03 -1.7890e-05 -1.9364e-05 2.6363e-05 5.7035e-05 6.4215e-05 8.5887e-05 2.4795e-04 -2.3670e-04 3.4279e-04
6.3776e+00 2.3926e-03 -3.4668e-03 4.2123e-03 -4.1434e-03 4.6866e-03 6.2555e-03 -4.6863e-03 -4.1501e-03 6.2598e-03 5.8426e-05 5.9359e-05 8.3289e-05 -1.8767e-04 -1.9622e-04 2.7152e-04 -1.1307e-04 1.0327e-04 1.5313e-04
6.2441e+00 2.5974e-03 -3.7562e-03 4.5668e-03 -4.4968e-03 5.0770e-03 6.7821e-03 -5.0772e-03 -4.4900e-03 6.7778e-03 -1.2061e-05 -1.3455e-05 1.8070e-05 3.8073e-05 4.4883e-05 5.8856e-05 2.6148e-04 -2.5004e-04 3.6179e-04
6.1126e+00 2.8055e-03 -4.0644e-03 4.9386e-03 -4.8582e-03 5.4944e-03 7.3342e-03 -5.4941e-03 -4.8650e-03 7.3385e-03 5.9752e-05 6.0517e-05 8.5045e-05 -1.9177e-04 -2.0021e-04 2.7723e-04 -1.0318e-04 9.3449e-05 1.3921e-04
5.9831e+00 3.0373e-03 -4.3929e-03 5.3407e-03 -5.2584e-03 5.9376e-03 7.9313e-03 -5.9378e-03 -5.2516e-03 7.9270e-03 -5.5691e-06 -6.8807e-06 8.8520e-06 1.6938e-05 2.3386e-05 2.8876e-05 2.7696e-04 -2.6531e-04 3.8353e-04
5.8556e+00 3.2737e-03 -4.7420e-03 5.7623e-03 -5.6689e-03 6.4104e-03 8.5574e-03 -6.4102e-03 -5.6757e-03 8.5618e-03 6.1375e-05 6.1958e-05 8.7211e-05 -1.9678e-04 -2.0517e-04 2.8429e-04 -9.2071e-05 8.2412e-05 1.2357e-04
5.7300e+00 3.5351e-03 -5.1135e-03 6.2165e-03 -6.1203e-03 6.9116e-03 9.2319e-03 -6.9118e-03 -6.1134e-03 9.2275e-03 1.6700e-06 4.4562e-07 1.7284e-06 -6.6479e-06 -5.5022e-07 6.6706e-06 2.9460e-04 -2.8269e-04 4.0829e-04
5.6062e+00 3.8024e-03 -5.5074e-03 6.6925e-03 -6.5843e-03 7.4449e-03 9.9388e-03 -7.4447e-03 -6.5912e-03 9.9433e-03 6.3303e-05 6.3685e-05 8.9794e-05 -2.0273e-04 -2.1112e-04 2.9270e-04 -7.9635e-05 7.0048e-05 1.0606e-04
5.4843e+00 4.0961e-03 -5.9255e-03 7.2035e-03 -7.0917e-03 8.0093e-03 1.0698e-02 -8.0095e-03 -7.0848e-03 1.0693e-02 9.7497e-06 8.6182e-06 1.3013e-05 -3.2995e-05 -2.7229e-05 4.2780e-05 3.1458e-04 -3.0238e-04 4.3634e-04
5.3642e+00 4.3971e-03 -6.3682e-03 7.7388e-03 -7.6141e-03 8.6085e-03 1.1493e-02 -8.6084e-03 -7.6211e-03 1.1497e-02 6.5534e-05 6.5695e-05 9.2793e-05 -2.0961e-04 -2.1806e-04 3.0246e-04 -6.5755e-05 5.6243e-05 8.6528e-05
5.2458e+00 4.7260e-03 -6.8372e-03 8.3116e-03 -8.1823e-03 9.2417e-03 1.2343e-02 -9.2418e-03 -8.1753e-03 1.2339e-02 1.8775e-05 1.7743e-05 2.5833e-05 -6.2454e-05 -5.6991e-05 8.4548e-05 3.3712e-04 -3.2460e-04 4.6799e-04
5.1291e+00 5.0635e-03 -7.3328e-03 8.9112e-03 -8.7680e-03 9.9124e-03 1.3234e-02 -9.9123e-03 -8.7750e-03 1.3238e-02 6.8060e-05 6.7978e-05 9.6194e-05 -2.1736e-04 -2.2596e-04 3.1354e-04 -5.0323e-05 4.0890e-05 6.4842e-05
5.0141e+00 5.4304e-03 -7.8569e-03 9.5509e-03 -9.4020e-03 1.0620e-02 1.4184e-02 -1.0620e-02 -9.3949e-03 1.4179e-02 2.8864e-05 2.7941e-05 4.0172e-05 -9.5418e-05 -9.0215e-05 1.3131e-04 3.6247e-04 -3.4957e-04 5.0357e-04
4.9007e+00 5.8075e-03 -8.4097e-03 1.0220e-02 -1.0056e-02 1.1368e-02 1.5178e-02 -1.1368e-02 -1.0063e-02 1.5182e-02 7.0863e-05 7.0510e-05 9.9966e-05 -2.2593e-04 -2.3477e-04 3.2582e-04 -3.3237e-05 2.3888e-05 4.0931e-05
4.7890e+00 6.2154e-03 -8.9931e-03 1.0932e-02 -1.0761e-02 1.2156e-02 1.6235e-02 -1.2156e-02 -1.0754e-02 1.6230e-02 4.0150e-05 3.9348e-05 5.6217e-05 -1.3234e-04 -1.2734e-04 1.8365e-04 3.9086e-04 -3.7755e-04 5.4343e-04
4.6788e+00 6.6350e-03 -9.6075e-03 1.1676e-02 -1.1489e-02 1.2987e-02 1.7340e-02 -1.2987e-02 -1.1496e-02 1.7344e-02 7.3906e-05 7.3253e-05 1.0406e-04 -2.3516e-04 -2.4438e-04 3.3914e-04 -1.4408e-05 5.1467e-06 1.5299e-05
4.5702e+00 7.0870e-03 -1.0255e-02 1.2465e-02 -1.2270e-02 1.3861e-02 1.8512e-02 -1.3861e-02 -1.2263e-02 1.8507e-02 5.2790e-05 5.2122e-05 7.4185e-05 -1.7374e-04 -1.6885e-04 2.4228e-04 4.2259e-04 -4.0881e-04 5.8797e-04
4.4631e+00 7.5522e-03 -1.0935e-02 1.3290e-02 -1.3077e-02 1.4782e-02 1.9736e-02 -1.4782e-02 -1.3084e-02 1.9741e-02 7.7133e-05 7.6147e-05 1.0839e-04 -2.4485e-04 -2.5461e-04 3.5324e-04 6.2380e-06 -1.5405e-05 1.6620e-05
4.3575e+00 8.0514e-03 -1.1651e-02 1.4162e-02 -1.3940e-02 1.5748e-02 2.1032e-02 -1.5748e-02 -1.3933e-02 2.1027e-02 6.6964e-05 6.6447e-05 9.4337e-05 -2.2024e-04 -2.1534e-04 3.0802e-04 4.5796e-04 -4.4365e-04 6.3762e-04
4.2533e+00 8.5654e-03 -1.2402e-02 1.5072e-02 -1.4831e-02 1.6764e-02 2.2383e-02 -1.6764e-02 -1.4839e-02 2.2388e-02 8.0462e-05 7.9101e-05 1.1283e-04 -2.5470e-04 -2.6521e-04 3.6771e-04 2.8746e-05 -3.7814e-05 4.7500e-05
4.1506e+00 9.1149e-03 -1.3190e-02 1.6033e-02 -1.5782e-02 1.7829e-02 2.3810e-02 -1.7829e-02 -1.5774e-02 2.3805e-02 8.2888e-05 8.2543e-05 1.1698e-04 -2.7257e-04 -2.6748e-04 3.8189e-04 4.9731e-04 -4.8241e-04 6.9285e-04
4.0494e+00 9.6808e-03 -1.4016e-02 1.7034e-02 -1.6763e-02 1.8947e-02 2.5297e-02 -1.8947e-02 -1.6770e-02 2.5303e-02 8.3767e-05 8.1988e-05 1.1721e-04 -2.6426e-04 -2.7580e-04 3.8197e-04 5.3127e-05 -6.2090e-05 8.1717e-05
3.9495e+00 1.0284e-02 -1.4882e-02 1.8089e-02 -1.7805e-02 2.0116e-02 2.6864e-02 -2.0116e-02 -1.7798e-02 2.6859e-02 1.0082e-04 1.0068e-04 1.4248e-04 -3.3164e-04 -3.2609e-04 4.6510e-04 5.4101e-04 -5.2546e-04 7.5419e-04
3.8510e+00 1.0905e-02 -1.5788e-02 1.9187e-02 -1.8882e-02 2.1341e-02 2.8495e-02 -2.1341e-02 -1.8889e-02 2.8500e-02 8.6872e-05 8.4623e-05 1.2128e-04 -2.7290e-04 -2.8584e-04 3.9519e-04 7.9341e-05 -8.8193e-05 1.1863e-04
3.7539e+00 1.1564e-02 -1.6735e-02 2.0342e-02 -2.0022e-02 2.2621e-02 3.0209e-02 -2.2620e-02 -2.0014e-02 3.0203e-02 1.2109e-04 1.2117e-04 1.7130e-04 -3.9855e-04 -3.9218e-04 5.5914e-04 5.8950e-04 -5.7325e-04 8.2227e-04
3.6581e+00 1.2243e-02 -1.7725e-02 2.1542e-02 -2.1199e-02 2.3959e-02 3.1991e-02 -2.3960e-02 -2.1207e-02 3.1997e-02 8.9525e-05 8.6747e-05 1.2466e-04 -2.7970e-04 -2.9457e-04 4.0620e-04 1.0728e-04 -1.1601e-04 1.5801e-04
3.5637e+00 1.2962e-02 -1.8758e-02 2.2801e-02 -2.2442e-02 2.5356e-02 3.3861e-02 -2.5355e-02 -2.2434e-02 3.3855e-02 1.4410e-04 1.4445e-04 2.0404e-04 -4.7473e-04 -4.6701e-04 6.6594e-04 6.4330e-04 -6.2626e-04 8.9779e-04
3.4706e+00 1.3701e-02 -1.9836e-02 2.4108e-02 -2.3724e-02 2.6813e-02 3.5802e-02 -2.6814e-02 -2.3732e-02 3.5808e-02 9.1366e-05 8.7991e-05 1.2685e-04 -2.8338e-04 -3.0090e-04 4.1333e-04 1.3672e-04 -1.4533e-04 1.9953e-04
3.3788e+00 1.4482e-02 -2.0960e-02 2.5476e-02 -2.5075e-02 2.8331e-02 3.7834e-02 -2.8330e-02 -2.5067e-02 3.7828e-02 1.7039e-04 1.7106e-04 2.4144e-04 -5.6208e-04 -5.5222e-04 7.8796e-04 7.0302e-04 -6.8513e-04 9.8165e-04
3.2882e+00 1.5286e-02 -2.2129e-02 2.6895e-02 -2.6468e-02 2.9913e-02 3.9942e-02 -2.9914e-02 -2.6476e-02 3.9948e-02 9.1877e-05 8.7827e-05 1.2710e-04 -2.8207e-04 -3.0328e-04 4.1418e-04 1.6731e-04 -1.7579e-04 2.4268e-04
3.1990e+00 1.6132e-02 -2.3347e-02 2.8378e-02 -2.7931e-02 3.1559e-02 4.2144e-02 -3.1557e-02 -2.7922e-02 4.2137e-02 2.0067e-04 2.0171e-04 2.8453e-04 -6.6315e-04 -6.4996e-04 9.2856e-04 7.6944e-04 -7.5062e-04 1.0749e-03
3.1110e+00 1.7001e-02 -2.4613e-02 2.9914e-02 -2.9438e-02 3.3270e-02 4.4424e-02 -3.3272e-02 -2.9447e-02 4.4431e-02 9.0302e-05 8.5493e-05 1.2435e-04 -2.7306e-04 -2.9950e-04 4.0529e-04 1.9847e-04 -2.0681e-04 2.8664e-04
3.0242e+00 1.7915e-02 -2.5928e-02 3.1515e-02 -3.1018e-02 3.5047e-02 4.6802e-02 -3.5045e-02 -3.1009e-02 4.6794e-02 2.3597e-04 2.3744e-04 3.3475e-04 -7.8155e-04 -7.6324e-04 1.0924e-03 8.4357e-04 -8.2376e-04 1.1791e-03
2.9387e+00 1.8853e-02 -2.7293e-02 3.3171e-02 -3.2644e-02 3.6892e-02 4.9261e-02 -3.6895e-02 -3.2654e-02 4.9270e-02 8.5514e-05 7.9856e-05 1.1700e-04 -2.5226e-04 -2.8628e-04 3.8157e-04 2.2930e-04 -2.3746e-04 3.3010e-04
2.8544e+00 1.9836e-02 -2.8708e-02 3.4894e-02 -3.4344e-02 3.8806e-02 5.1821e-02 -3.8803e-02 -3.4334e-02 5.1812e-02 2.7775e-04 2.7971e-04 3.9418e-04 -9.2259e-04 -8.9631e-04 1.2863e-03 9.2681e-04 -9.0597e-04 1.2961e-03
2.7714e+00 2.0844e-02 -3.0175e-02 3.6674e-02 -3.6092e-02 4.0788e-02 5.4464e-02 -4.0792e-02 -3.6103e-02 5.4474e-02 7.5776e-05 6.9185e-05 1.0261e-04 -2.1335e-04 -2.5867e-04 3.3531e-04 2.5836e-04 -2.6628e-04 3.7101e-04
2.6895e+00 2.1898e-02 -3.1694e-02 3.8523e-02 -3.7915e-02 4.2841e-02 5.7210e-02 -4.2837e-02 -3.7903e-02 5.7198e-02 3.2827e-04 3.3076e-04 4.6601e-04 -1.0945e-03 -1.0556e-03 1.5206e-03 1.0212e-03 -9.9932e-04 1.4288e-03
2.6089e+00 2.2979e-02 -3.3264e-02 4.0429e-02 -3.9788e-02 4.4964e-02 6.0040e-02 -4.4970e-02 -3.9801e-02 6.0054e-02 5.8284e-05 5.0715e-05 7.7260e-05 -1.4602e-04 -2.0889e-04 2.5486e-04 2.8331e-04 -2.9087e-04 4.0604e-04
2.5295e+00 2.4105e-02 -3.4888e-02 4.2406e-02 -4.1736e-02 4.7160e-02 6.2976e-02 -4.7152e-02 -4.1721e-02 6.2960e-02 3.9123e-04 3.9422e-04 5.5540e-04 -1.3109e-03 -1.2511e-03 1.8122e-03 1.1299e-03 -1.1071e-03 1.5819e-03
2.4513e+00 2.5258e-02 -3.6565e-02 4.4440e-02 -4.3737e-02 4.9423e-02 6.5996e-02 -4.9436e-02 -4.3755e-02 6.6018e-02 2.8177e-05 1.9723e-05 3.4394e-05 -3.2239e-05 -1.2387e-04 1.2800e-04 3.0023e-04 -3.0714e-04 4.2950e-04
2.3742e+00 2.6458e-02 -3.8294e-02 4.6546e-02 -4.5806e-02 5.1772e-02 6.9126e-02 -5.1746e-02 -4.5783e-02 6.9092e-02 4.7336e-04 4.7656e-04 6.7170e-04 -1.5970e-03 -1.5008e-03 2.1915e-03 1.2584e-03 -1.2349e-03 1.7631e-03
2.2984e+00 2.7686e-02 -4.0078e-02 4.8710e-02 -4.7968e-02 5.4130e-02 7.2326e-02 -5.4215e-02 -4.7992e-02 7.2405e-02 -2.4435e-05 -3.3165e-05 4.1194e-05 1.6498e-04 2.1708e-05 1.6641e-04 3.0189e-04 -3.0746e-04 4.3089e-04
2.2237e+00 2.8953e-02 -4.1907e-02 5.0936e-02 -2.6817e-02 3.5963e-02 4.4861e-02 -5.6278e-02 -4.9710e-02 7.5088e-02 5.9854e-04 5.9984e-04 8.4738e-04 -2.0718e-03 -1.9012e-03 2.8120e-03 1.4175e-03 -1.3945e-03 1.9885e-03
2.1502e+00 3.0196e-02 -4.3732e-02 5.3144e-02 -1.3612e-02 2.4753e-02 2.8249e-02 -5.7560e-02 -5.0546e-02 7.6603e-02 -9.1283e-05 -9.8635e-05 1.3439e-04 4.6484e-04 1.9744e-04 5.0503e-04 2.7853e-04 -2.8075e-04 3.9547e-04
2.0779e+00 3.1398e-02 -4.5509e-02 5.5289e-02 -4.5370e-03 1.7255e-02 1.7841e-02 -5.8488e-02 -5.0951e-02 7.7568e-02 8.0441e-04 8.0307e-04 1.1367e-03 -3.2459e-03 -2.8891e-03 4.3454e-03 1.6408e-03 -1.6210e-03 2.3065e-03
2.0068e+00 3.2519e-02 -4.7215e-02 5.7330e-02 2.8562e-03 1.1288e-02 1.1644e-02 -5.9075e-02 -5.0970e-02 7.8025e-02 -1.9115e-04 -1.9151e-04 2.7059e-04 1.1284e-03 4.8376e-04 1.2277e-03 2.2282e-04 -2.1521e-04 3.0978e-04
1.9368e+00 3.3564e-02 -4.8833e-02 5.9255e-02 9.3860e-03 6.1062e-03 1.1197e-02 -5.9454e-02 -5.0720e-02 7.8149e-02 1.1778e-03 1.1663e-03 1.6576e-03 -6.2253e-03 -5.2509e-03 8.1441e-03 2.0091e-03 -2.0000e-03 2.8348e-03
1.8681e+00 3.4504e-02 -5.0349e-02 6.1037e-02 1.5409e-02 1.4428e-03 1.5477e-02 -5.9595e-02 -5.0202e-02 7.7922e-02 -3.9839e-04 -3.6811e-04 5.4242e-04 3.2923e-03 1.1041e-03 3.4725e-03 1.0001e-04 -5.7907e-05 1.1557e-04
1.8005e+00 3.5353e-02 -5.1754e-02 6.2676e-02 2.1175e-02 -2.9701e-03 2.1382e-02 -5.9576e-02 -4.9463e-02 7.7433e-02 2.0156e-03 1.9583e-03 2.8103e-03 -1.6798e-02 -1.2567e-02 2.0978e-02 2.7749e-03 -2.8104e-03 3.9495e-03
1.7340e+00 3.6089e-02 -5.3041e-02 6.4154e-02 2.6850e-02 -7.1895e-03 2.7796e-02 -5.9362e-02 -4.8504e-02 7.6658e-02 -1.0371e-03 -8.1174e-04 1.3170e-03 1.6782e-02 1.4310e-03 1.6843e-02 -2.3659e-04 4.7267e-04 5.2858e-04
1.6688e+00 3.6729e-02 -5.4207e-02 6.5478e-02 3.2572e-02 -1.1403e-02 3.4510e-02 -5.9009e-02 -4.7343e-02 7.5653e-02 5.4892e-03 5.0778e-03 7.4776e-03 -1.2431e-01 -6.5157e-02 1.4035e-01 5.6800e-03 -6.0354e-03 8.2878e-03
1.6047e+00 3.7255e-02 -5.5249e-02 6.6636e-02 3.8492e-02 -1.5599e-02 4.1533e-02 -5.8480e-02 -4.5978e-02 7.4390e-02 -6.6452e-03 -9.0534e-03 1.1230e-02 5.4617e-01 5.3673e-01 7.6576e-01 -7.5699e-03 5.3178e-03 9.2511e-03
1.5418e+00 3.7690e-02 -5.6167e-02 6.7641e-02 4.4735e-02 -1.9963e-02 4.8987e-02 -5.7820e-02 -4.4408e-02 7.2906e-02 -1.1902e-02 -1.1200e-02 1.6343e-02 -3.7096e-01 -4.5438e-01 5.8658e-01 -9.4498e-03 9.9759e-03 1.3741e-02
1.4801e+00 3.8018e-02 -5.6961e-02 6.8483e-02 5.1520e-02 -2.4430e-02 5.7019e-02 -5.6989e-02 -4.2631e-02 7.1169e-02 1.4857e-03 2.5241e-03 2.9289e-03 -5.3583e-04 5.3471e-02 5.3473e-02 2.1107e-03 -1.3017e-03 2.4798e-03
1.4196e+00 3.8264e-02 -5.7635e-02 6.9180e-02 5.9042e-02 -2.9216e-02 6.5875e-02 -5.6026e-02 -4.0623e-02 6.9204e-02 -2.8536e-03 -3.1630e-03 4.2600e-03 -1.9333e-02 -3.0994e-02 3.6529e-02 -2.3399e-03 2.0590e-03 3.1168e-03
1.3602e+00 3.8415e-02 -5.8190e-02 6.9727e-02 6.7730e-02 -3.4143e-02 7.5849e-02 -5.4888e-02 -3.8375e-02 6.6973e-02 9.2200e-04 1.2190e-03 1.5284e-03 3.4262e-03 9.3217e-03 9.9314e-03 8.8671e-04 -7.0988e-04 1.1359e-03
1.3021e+00 3.8500e-02 -5.8633e-02 7.0143e-02 7.8074e-02 -3.9401e-02 8.7452e-02 -5.3617e-02 -3.5832e-02 6.4488e-02 -1.7674e-03 -1.9078e-03 2.6006e-03 -7.4919e-03 -1.0058e-02 1.2542e-02 -1.2516e-03 1.1174e-03 1.6779e-03
1.2451e+00 3.8506e-02 -5.8968e-02 7.0427e-02 9.1117e-02 -4.4202e-02 1.0127e-01 -5.2174e-02 -3.2958e-02 6.1712e-02 7.3362e-04 8.9492e-04 1.1572e-03 2.2389e-03 4.0796e-03 4.6536e-03 5.5591e-04 -4.9141e-04 7.4197e-04
1.1894e+00 3.8464e-02 -5.9202e-02 7.0600e-02 1.0813e-01 -4.7524e-02 1.1812e-01 -5.0645e-02 -2.9630e-02 5.8676e-02 -1.3351e-03 -1.4246e-03 1.9525e-03 -4.0692e-03 -5.0920e-03 6.5182e-03 -8.3281e-04 7.4222e-04 1.1156e-03
1.1348e+00 3.8364e-02 -5.9341e-02 7.0663e-02 1.2892e-01 -4.4212e-02 1.3629e-01 -4.9101e-02 -2.5768e-02 5.5452e-02 6.4438e-04 7.5514e-04 9.9270e-04 1.5725e-03 2.4305e-03 2.8949e-03 3.9766e-04 -3.7478e-04 5.4643e-04
1.0814e+00 3.8240e-02 -5.9393e-02 7.0639e-02 1.4725e-01 -3.2245e-02 1.5074e-01 -4.7878e-02 -2.1313e-02 5.2408e-02 -1.1095e-03 -1.1755e-03 1.6164e-03 -2.6297e-03 -3.1683e-03 4.1175e-03 -6.1310e-04 5.4253e-04 8.1868e-04
1.0293e+00 3.8085e-02 -5.9362e-02 7.0529e-02 1.5621e-01 -1.6997e-02 1.5713e-01 -4.7082e-02 -1.6565e-02 4.9911e-02 5.9803e-04 6.8289e-04 9.0773e-04 1.2007e-03 1.6938e-03 2.0763e-03 3.0328e-04 -3.0208e-04 4.2805e-04
9.7835e-01 3.7933e-02 -5.9256e-02 7.0357e-02 1.5522e-01 -1.0174e-02 1.5555e-01 -4.6756e-02 -1.1729e-02 4.8205e-02 -9.7846e-04 -1.0275e-03 1.4189e-03 -1.8478e-03 -2.2572e-03 2.9171e-03 -4.7778e-04 4.2092e-04 6.3675e-04
9.2864e-01 3.7775e-02 -5.9076e-02 7.0121e-02 1.1451e-01 -3.7787e-02 1.2058e-01 -4.6075e-02 -7.6258e-03 4.6701e-02 5.7957e-04 6.4398e-04 8.6637e-04 7.4304e-04 1.4183e-03 1.6011e-03 2.3920e-04 -2.5489e-04 3.4955e-04
8.8016e-01 3.7639e-02 -5.8838e-02 6.9847e-02 7.2402e-02 -4.9292e-02 8.7589e-02 -4.4740e-02 -4.9521e-03 4.5013e-02 -9.0131e-04 -9.3733e-04 1.3004e-03 -7.5374e-04 -1.9617e-03 2.1015e-03 -3.8727e-04 3.4118e-04 5.1612e-04
8.3290e-01 3.7507e-02 -5.8552e-02 6.9535e-02 4.4157e-02 -4.9404e-02 6.6261e-02 -4.3344e-02 -3.3152e-03 4.3471e-02 5.5231e-04 6.3477e-04 8.4142e-04 1.5992e-04 1.1603e-03 1.1713e-03 1.9951e-04 -2.0737e-04 2.8776e-04
7.8689e-01 3.7395e-02 -5.8231e-02 6.9205e-02 2.5357e-02 -4.7110e-02 5.3501e-02 -4.2000e-02 -2.3809e-03 4.2068e-02 -8.5222e-04 -8.7831e-04 1.2238e-03 -1.4563e-04 -1.4738e-03 1.4810e-03 -3.2035e-04 2.8329e-04 4.2764e-04
7.4212e-01 3.7283e-02 -5.7885e-02 6.8853e-02 1.4552e-02 -4.7843e-02 5.0007e-02 -4.0746e-02 -1.8556e-03 4.0789e-02 5.2932e-04 6.2760e-04 8.2101e-04 -2.4051e-05 9.1436e-04 9.1467e-04 1.6596e-04 -1.6525e-04 2.3420e-04
6.9859e-01 3.7188e-02 -5.7524e-02 6.8498e-02 9.9163e-03 -5.3642e-02 5.4551e-02 -3.9421e-02 -1.5487e-03 3.9452e-02 -8.2551e-04 -8.4065e-04 1.1782e-03 -1.6146e-04 -1.2990e-03 1.3089e-03 -2.6780e-04 2.4012e-04 3.5969e-04
6.5632e-01 3.7091e-02 -5.7156e-02 6.8136e-02 6.4463e-03 -5.9874e-02 6.0220e-02 -3.7986e-02 -1.3367e-03 3.8010e-02 5.2358e-04 6.2820e-04 8.1778e-04 6.8374e-05 9.0408e-04 9.0666e-04 1.4077e-04 -1.3535e-04 1.9528e-04
6.1532e-01 3.7009e-02 -5.6790e-02 6.7785e-02 3.9734e-03 -6.6232e-02 6.6351e-02 -3.6432e-02 -1.2153e-03 3.6452e-02 -8.1516e-04 -8.2304e-04 1.1584e-03 -2.9129e-04 -1.2511e-03 1.2846e-03 -2.2741e-04 2.0686e-04 3.0741e-04
5.7558e-01 3.6924e-02 -5.6433e-02 6.7440e-02 2.3959e-03 -7.2433e-02 7.2472e-02 -3.4781e-02 -1.1369e-03 3.4800e-02 5.2971e-04 6.3661e-04 8.2817e-04 1.5256e-04 9.0445e-04 9.1722e-04 1.2136e-04 -1.1373e-04 1.6632e-04
