# y   p_re    p_im    p_mod   u_re    u_im    u_mod    v_re    v_im    v_mod                     p_re_adj    p_im_adj    p_mod_adj   u_re_adj    u_im_adj    u_mod_adj    v_re_adj    v_im_adj    v_mod_adj
7.5940e+00 -6.3107e-04 -3.0798e-04 7.0221e-04 8.9700e-04 5.0960e-04 1.0316e-03 -5.0786e-04 9.0729e-04 1.0398e-03 -1.6876e-04 1.3247e-04 2.1454e-04 2.5502e-04 -2.0662e-04 3.2822e-04 -1.9425e-04 -2.2646e-04 2.9836e-04
7.4203e+00 -7.3323e-04 -3.5171e-04 8.1322e-04 1.0428e-03 5.8313e-04 1.1948e-03 -5.8485e-04 1.0325e-03 1.1866e-03 1.7633e-04 -1.4411e-04 2.2772e-04 -2.6633e-04 2.2459e-04 3.4838e-04 1.7544e-04 2.1420e-04 2.7688e-04
7.2496e+00 -8.3246e-04 -4.0535e-04 9.2590e-04 1.1833e-03 6.7089e-04 1.3603e-03 -6.6919e-04 1.1937e-03 1.3685e-03 -1.6564e-04 1.2900e-04 2.0995e-04 2.5033e-04 -2.0122e-04 3.2118e-04 -1.9807e-04 -2.2939e-04 3.0307e-04
7.0819e+00 -9.6000e-04 -4.6136e-04 1.0651e-03 1.3652e-03 7.6476e-04 1.5648e-03 -7.6645e-04 1.3548e-03 1.5566e-03 1.7592e-04 -1.4456e-04 2.2770e-04 -2.6570e-04 2.2527e-04 3.4835e-04 1.7340e-04 2.1334e-04 2.7492e-04
6.9172e+00 -1.0873e-03 -5.2855e-04 1.2089e-03 1.5456e-03 8.7496e-04 1.7761e-03 -8.7328e-04 1.5560e-03 1.7843e-03 -1.6227e-04 1.2508e-04 2.0488e-04 2.4526e-04 -1.9514e-04 3.1342e-04 -2.0302e-04 -2.3324e-04 3.0922e-04
6.7552e+00 -1.2457e-03 -5.9949e-04 1.3824e-03 1.7714e-03 9.9356e-04 2.0310e-03 -9.9523e-04 1.7609e-03 2.0227e-03 1.7595e-04 -1.4560e-04 2.2838e-04 -2.6573e-04 2.2684e-04 3.4938e-04 1.7090e-04 2.1237e-04 2.7260e-04
6.5960e+00 -1.4069e-03 -6.8311e-04 1.5640e-03 2.0001e-03 1.1310e-03 2.2977e-03 -1.1293e-03 2.0106e-03 2.3060e-03 -1.5855e-04 1.2060e-04 1.9920e-04 2.3967e-04 -1.8818e-04 3.0472e-04 -2.0926e-04 -2.3815e-04 3.1703e-04
6.4394e+00 -1.6026e-03 -7.7207e-04 1.7789e-03 2.2788e-03 1.2794e-03 2.6134e-03 -1.2811e-03 2.2683e-03 2.6050e-03 1.7646e-04 -1.4730e-04 2.2986e-04 -2.6648e-04 2.2943e-04 3.5164e-04 1.6780e-04 2.1119e-04 2.6974e-04
6.2855e+00 -1.8047e-03 -8.7544e-04 2.0058e-03 2.5656e-03 1.4496e-03 2.9468e-03 -1.4479e-03 2.5762e-03 2.9552e-03 -1.5436e-04 1.1540e-04 1.9273e-04 2.3340e-04 -1.8011e-04 2.9482e-04 -2.1702e-04 -2.4425e-04 3.2674e-04
6.1340e+00 -2.0450e-03 -9.8602e-04 2.2703e-03 2.9079e-03 1.6338e-03 3.3354e-03 -1.6354e-03 2.8972e-03 3.3269e-03 1.7752e-04 -1.4976e-04 2.3226e-04 -2.6806e-04 2.3321e-04 3.5531e-04 1.6392e-04 2.0970e-04 2.6617e-04
5.9851e+00 -2.2959e-03 -1.1130e-03 2.5514e-03 3.2640e-03 1.8430e-03 3.7484e-03 -1.8414e-03 3.2748e-03 3.7570e-03 -1.4959e-04 1.0932e-04 1.8528e-04 2.2626e-04 -1.7068e-04 2.8342e-04 -2.2654e-04 -2.5174e-04 3.3866e-04
5.8385e+00 -2.5894e-03 -1.2492e-03 2.8750e-03 3.6819e-03 2.0698e-03 4.2238e-03 -2.0714e-03 3.6711e-03 4.2152e-03 1.7920e-04 -1.5312e-04 2.3571e-04 -2.7056e-04 2.3835e-04 3.6058e-04 1.5906e-04 2.0779e-04 2.6168e-04
5.6943e+00 -2.8981e-03 -1.4042e-03 3.2204e-03 4.1203e-03 2.3253e-03 4.7312e-03 -2.3238e-03 4.1311e-03 4.7399e-03 -1.4409e-04 1.0218e-04 1.7664e-04 2.1802e-04 -1.5959e-04 2.7019e-04 -2.3811e-04 -2.6081e-04 3.5315e-04
5.5524e+00 -3.2544e-03 -1.5708e-03 3.6137e-03 4.6274e-03 2.6025e-03 5.3090e-03 -2.6040e-03 4.6165e-03 5.3003e-03 1.8156e-04 -1.5750e-04 2.4036e-04 -2.7410e-04 2.4507e-04 3.6769e-04 1.5299e-04 2.0532e-04 2.5606e-04
5.4128e+00 -3.6312e-03 -1.7586e-03 4.0346e-03 5.1626e-03 2.9125e-03 5.9275e-03 -2.9110e-03 5.1736e-03 5.9363e-03 -1.3769e-04 9.3732e-05 1.6656e-04 2.0845e-04 -1.4648e-04 2.5477e-04 -2.5205e-04 -2.7169e-04 3.7060e-04
5.2753e+00 -4.0612e-03 -1.9609e-03 4.5098e-03 5.7745e-03 3.2486e-03 6.6256e-03 -3.2501e-03 5.7634e-03 6.6166e-03 1.8471e-04 -1.6305e-04 2.4638e-04 -2.7882e-04 2.5359e-04 3.7689e-04 1.4548e-04 2.0216e-04 2.4906e-04
5.1400e+00 -4.5176e-03 -2.1872e-03 5.0192e-03 6.4228e-03 3.6224e-03 7.3739e-03 -3.6210e-03 6.4340e-03 7.3829e-03 -1.3020e-04 8.3742e-05 1.5480e-04 1.9725e-04 -1.3097e-04 2.3678e-04 -2.6873e-04 -2.8467e-04 3.9148e-04
5.0068e+00 -5.0334e-03 -2.4310e-03 5.5897e-03 7.1568e-03 4.0273e-03 8.2121e-03 -4.0287e-03 7.1455e-03 8.2030e-03 1.8872e-04 -1.6994e-04 2.5396e-04 -2.8484e-04 2.6416e-04 3.8848e-04 1.3625e-04 1.9814e-04 2.4047e-04
4.8757e+00 -5.5822e-03 -2.7020e-03 6.2018e-03 7.9366e-03 4.4752e-03 9.1113e-03 -4.4738e-03 7.9479e-03 9.1205e-03 -1.2140e-04 7.1920e-05 1.4111e-04 1.8411e-04 -1.1262e-04 2.1582e-04 -2.8859e-04 -3.0005e-04 4.1631e-04
4.7466e+00 -6.1974e-03 -2.9938e-03 6.8827e-03 8.8118e-03 4.9596e-03 1.0112e-02 -4.9609e-03 8.8003e-03 1.0102e-02 1.9370e-04 -1.7834e-04 2.6330e-04 -2.9233e-04 2.7706e-04 4.0276e-04 1.2500e-04 1.9312e-04 2.3004e-04
4.6195e+00 -6.8529e-03 -3.3164e-03 7.6132e-03 9.7432e-03 5.4929e-03 1.1185e-02 -5.4916e-03 9.7548e-03 1.1194e-02 -1.1105e-04 5.7941e-05 1.2526e-04 1.6866e-04 -9.0907e-05 1.9160e-04 -3.1209e-04 -3.1818e-04 4.4568e-04
4.4944e+00 -7.5823e-03 -3.6635e-03 8.4210e-03 1.0781e-02 6.0689e-03 1.2372e-02 -6.0701e-03 1.0769e-02 1.2362e-02 1.9974e-04 -1.8844e-04 2.7461e-04 -3.0141e-04 2.9256e-04 4.2005e-04 1.1143e-04 1.8692e-04 2.1761e-04
4.3711e+00 -8.3600e-03 -4.0452e-03 9.2872e-03 1.1886e-02 6.7000e-03 1.3644e-02 -6.6989e-03 1.1898e-02 1.3654e-02 -9.8857e-05 4.1437e-05 1.0719e-04 1.5046e-04 -6.5270e-05 1.6401e-04 -3.3977e-04 -3.3946e-04 4.8029e-04
4.2498e+00 -9.2199e-03 -4.4553e-03 1.0240e-02 1.3109e-02 7.3804e-03 1.5044e-02 -7.3815e-03 1.3097e-02 1.5034e-02 2.0694e-04 -2.0043e-04 2.8809e-04 -3.1224e-04 3.1095e-04 4.4066e-04 9.5199e-05 1.7937e-04 2.0307e-04
4.1304e+00 -1.0137e-02 -4.9042e-03 1.1261e-02 1.4412e-02 8.1230e-03 1.6544e-02 -8.1220e-03 1.4424e-02 1.6554e-02 -8.4495e-05 2.1992e-05 8.7310e-05 1.2904e-04 -3.5052e-05 1.3372e-04 -3.7224e-04 -3.6435e-04 5.2088e-04
4.0128e+00 -1.1144e-02 -5.3859e-03 1.2378e-02 1.5846e-02 8.9219e-03 1.8185e-02 -8.9228e-03 1.5833e-02 1.8174e-02 2.1536e-04 -2.1449e-04 3.0395e-04 -3.2493e-04 3.3250e-04 4.6490e-04 7.5979e-05 1.7033e-04 1.8650e-04
3.8970e+00 -1.2218e-02 -5.9108e-03 1.3573e-02 1.7372e-02 9.7903e-03 1.9941e-02 -9.7895e-03 1.7384e-02 1.9951e-02 -6.7586e-05 -8.6902e-07 6.7592e-05 1.0384e-04 4.8642e-07 1.0384e-04 -4.1017e-04 -3.9336e-04 5.6830e-04
3.7830e+00 -1.3393e-02 -6.4731e-03 1.4875e-02 1.9042e-02 1.0723e-02 2.1854e-02 -1.0723e-02 1.9029e-02 2.1843e-02 2.2507e-04 -2.3079e-04 3.2236e-04 -3.3957e-04 3.5746e-04 4.9303e-04 5.3444e-05 1.5964e-04 1.6835e-04
3.6707e+00 -1.4643e-02 -7.0833e-03 1.6266e-02 2.0819e-02 1.1732e-02 2.3898e-02 -1.1732e-02 2.0832e-02 2.3909e-02 -4.7689e-05 -2.7684e-05 5.5142e-05 7.4200e-05 4.2195e-05 8.5359e-05 -4.5431e-04 -4.2708e-04 6.2353e-04
3.5603e+00 -1.6004e-02 -7.7356e-03 1.7775e-02 2.2755e-02 1.2814e-02 2.6115e-02 -1.2814e-02 2.2741e-02 2.6103e-02 2.3606e-04 -2.4945e-04 3.4344e-04 -3.5618e-04 3.8601e-04 5.2523e-04 2.7294e-05 1.4722e-04 1.4973e-04
3.4515e+00 -1.7451e-02 -8.4408e-03 1.9385e-02 2.4811e-02 1.3981e-02 2.8479e-02 -1.3981e-02 2.4825e-02 2.8491e-02 -2.4286e-05 -5.9076e-05 6.3873e-05 3.9365e-05 9.1055e-05 9.9200e-05 -5.0551e-04 -4.6618e-04 6.8765e-04
3.3445e+00 -1.9018e-02 -9.1931e-03 2.1124e-02 2.7040e-02 1.5228e-02 3.1034e-02 -1.5228e-02 2.7026e-02 3.1021e-02 2.4828e-04 -2.7056e-04 3.6722e-04 -3.7469e-04 4.1825e-04 5.6154e-04 -2.7152e-06 1.3303e-04 1.3305e-04
3.2392e+00 -2.0682e-02 -1.0003e-02 2.2974e-02 2.9406e-02 1.6569e-02 3.3753e-02 -1.6570e-02 2.9421e-02 3.3766e-02 3.2444e-06 -9.5770e-05 9.5825e-05 -1.5767e-06 1.4822e-04 1.4822e-04 -5.6473e-04 -5.1145e-04 7.6191e-04
3.1356e+00 -2.2478e-02 -1.0866e-02 2.4966e-02 3.1959e-02 1.7999e-02 3.6679e-02 -1.7998e-02 3.1944e-02 3.6665e-02 2.6156e-04 -2.9408e-04 3.9357e-04 -3.9487e-04 4.5410e-04 6.0177e-04 -3.6735e-05 1.1714e-04 1.2276e-04
3.0336e+00 -2.4380e-02 -1.1791e-02 2.7082e-02 3.4663e-02 1.9531e-02 3.9787e-02 -1.9532e-02 3.4679e-02 3.9802e-02 3.5666e-05 -1.3864e-04 1.4315e-04 -4.9736e-05 2.1506e-04 2.2074e-04 -6.3308e-04 -5.6382e-04 8.4775e-04
2.9333e+00 -2.6424e-02 -1.2774e-02 2.9350e-02 3.7570e-02 2.1160e-02 4.3119e-02 -2.1159e-02 3.7553e-02 4.3104e-02 2.7558e-04 -3.1983e-04 4.2218e-04 -4.1628e-04 4.9320e-04 6.4540e-04 -7.4757e-05 9.9780e-05 1.2468e-04
2.8347e+00 -2.8586e-02 -1.3825e-02 3.1754e-02 4.0643e-02 2.2900e-02 4.6651e-02 -2.2902e-02 4.0662e-02 4.6668e-02 7.3944e-05 -1.8874e-04 2.0271e-04 -1.0651e-04 2.9331e-04 3.1205e-04 -7.1187e-04 -6.2441e-04 9.4691e-04
2.7377e+00 -3.0900e-02 -1.4938e-02 3.4321e-02 4.3934e-02 2.4744e-02 5.0423e-02 -2.4741e-02 4.3914e-02 5.0404e-02 2.8976e-04 -3.4735e-04 4.5234e-04 -4.3810e-04 5.3481e-04 6.9134e-04 -1.1653e-04 8.1436e-05 1.4216e-04
2.6424e+00 -3.3341e-02 -1.6125e-02 3.7036e-02 4.7404e-02 2.6709e-02 5.4411e-02 -2.6713e-02 4.7427e-02 5.4433e-02 1.1935e-04 -2.4746e-04 2.7474e-04 -1.7372e-04 3.8517e-04 4.2253e-04 -8.0268e-04 -6.9464e-04 1.0615e-03
2.5487e+00 -3.5944e-02 -1.7378e-02 3.9925e-02 5.1107e-02 2.8784e-02 5.8655e-02 -2.8778e-02 5.1080e-02 5.8629e-02 3.0311e-04 -3.7581e-04 4.8282e-04 -4.5898e-04 5.7749e-04 7.3767e-04 -1.6137e-04 6.2976e-05 1.7323e-04
2.4566e+00 -3.8685e-02 -1.8709e-02 4.2972e-02 5.5002e-02 3.0990e-02 6.3131e-02 -3.1000e-02 5.5035e-02 6.3165e-02 1.7361e-04 -3.1664e-04 3.6111e-04 -2.5382e-04 4.9366e-04 5.5509e-04 -9.0759e-04 -7.7639e-04 1.1944e-03
2.3661e+00 -4.1595e-02 -2.0110e-02 4.6202e-02 5.9143e-02 3.3308e-02 6.7878e-02 -3.3292e-02 5.9097e-02 6.7829e-02 3.1407e-04 -4.0371e-04 5.1149e-04 -4.7673e-04 6.1873e-04 7.8109e-04 -2.0797e-04 4.5911e-05 2.1297e-04
2.2773e+00 -4.4654e-02 -2.1595e-02 4.9602e-02 6.2359e-02 3.5069e-02 7.1544e-02 -3.5799e-02 6.3548e-02 7.2938e-02 2.3916e-04 -3.9892e-04 4.6512e-04 -3.5023e-04 6.2311e-04 7.1480e-04 -1.0294e-03 -8.7229e-04 1.3493e-03
2.1900e+00 -4.7856e-02 -2.3134e-02 5.3154e-02 4.1928e-02 2.1341e-02 4.7047e-02 -3.7808e-02 6.7233e-02 7.7134e-02 3.2400e-04 -4.3374e-04 5.4139e-04 -5.0281e-04 6.7481e-04 8.4154e-04 -2.5424e-04 3.2508e-05 2.5631e-04
2.1044e+00 -5.1039e-02 -2.4664e-02 5.6686e-02 3.3951e-02 1.5787e-02 3.7442e-02 -3.9003e-02 6.9731e-02 7.9898e-02 3.3700e-04 -5.2311e-04 6.2227e-04 -5.2191e-04 8.6676e-04 1.0118e-03 -1.1765e-03 -9.8904e-04 1.5370e-03
2.0204e+00 -5.4151e-02 -2.6127e-02 6.0124e-02 2.8542e-02 1.1802e-02 3.0886e-02 -3.9965e-02 7.1866e-02 8.2231e-02 3.4631e-04 -4.9121e-04 6.0101e-04 -5.8987e-04 8.3275e-04 1.0205e-03 -3.0609e-04 2.0663e-05 3.0679e-04
1.9380e+00 -5.7108e-02 -2.7505e-02 6.3387e-02 2.4275e-02 8.5843e-03 2.5748e-02 -4.0604e-02 7.3575e-02 8.4035e-02 4.7950e-04 -7.0602e-04 8.5346e-04 -8.2941e-04 1.3157e-03 1.5553e-03 -1.3718e-03 -1.1433e-03 1.7858e-03
1.8573e+00 -5.9904e-02 -2.8769e-02 6.6454e-02 2.0539e-02 5.6102e-03 2.1292e-02 -4.1088e-02 7.5040e-02 8.5553e-02 3.7259e-04 -5.6669e-04 6.7821e-04 -7.3315e-04 1.0973e-03 1.3197e-03 -3.7290e-04 7.2966e-06 3.7297e-04
1.7781e+00 -6.2477e-02 -2.9913e-02 6.9269e-02 1.7025e-02 2.7994e-03 1.7254e-02 -4.1331e-02 7.6216e-02 8.6701e-02 6.8620e-04 -9.7273e-04 1.1904e-03 -1.3862e-03 2.1438e-03 2.5529e-03 -1.6501e-03 -1.3605e-03 2.1386e-03
1.7006e+00 -6.4836e-02 -3.0918e-02 7.1831e-02 1.3504e-02 -1.6110e-04 1.3505e-02 -4.1436e-02 7.7173e-02 8.7594e-02 4.0023e-04 -6.6534e-04 7.7644e-04 -9.6551e-04 1.5452e-03 1.8221e-03 -4.6586e-04 -9.2878e-06 4.6595e-04
1.6247e+00 -6.6935e-02 -3.1787e-02 7.4099e-02 9.7546e-03 -3.2654e-03 1.0287e-02 -4.1312e-02 7.7875e-02 8.8154e-02 1.0069e-03 -1.3921e-03 1.7180e-03 -2.5045e-03 3.8626e-03 4.6035e-03 -2.0822e-03 -1.6906e-03 2.6821e-03
1.5504e+00 -6.8791e-02 -3.2507e-02 7.6085e-02 5.6208e-03 -6.8640e-03 8.8717e-03 -4.1035e-02 7.8339e-02 8.8436e-02 4.2718e-04 -8.0400e-04 9.1044e-04 -1.3856e-03 2.3862e-03 2.7593e-03 -6.0701e-04 -3.1202e-05 6.0781e-04
1.4778e+00 -7.0369e-02 -3.3086e-02 7.7759e-02 7.9741e-04 -1.0970e-02 1.0999e-02 -4.0500e-02 7.8528e-02 8.8356e-02 1.5671e-03 -2.1494e-03 2.6600e-03 -5.1716e-03 8.2591e-03 9.7446e-03 -2.8500e-03 -2.2546e-03 3.6339e-03
1.4067e+00 -7.1694e-02 -3.3519e-02 7.9143e-02 -4.8997e-03 -1.6170e-02 1.6896e-02 -3.9758e-02 7.8417e-02 8.7919e-02 4.5145e-04 -1.0324e-03 1.1268e-03 -2.3992e-03 4.3199e-03 4.9414e-03 -8.5376e-04 -6.3463e-05 8.5611e-04
1.3374e+00 -7.2739e-02 -3.3818e-02 8.0216e-02 -1.2080e-02 -2.2713e-02 2.5725e-02 -3.8663e-02 7.7958e-02 8.7019e-02 2.7816e-03 -3.9349e-03 4.8188e-03 -1.3727e-02 2.5141e-02 2.8644e-02 -4.6170e-03 -3.4450e-03 5.7606e-03
1.2696e+00 -7.3539e-02 -3.3982e-02 8.1011e-02 -2.1073e-02 -3.2197e-02 3.8481e-02 -3.7222e-02 7.7064e-02 8.5582e-02 4.9500e-04 -1.5640e-03 1.6405e-03 -8.5502e-03 1.1259e-02 1.4138e-02 -1.4358e-03 -1.4542e-04 1.4432e-03
1.2036e+00 -7.4072e-02 -3.4030e-02 8.1515e-02 -3.3345e-02 -4.6926e-02 5.7567e-02 -3.5136e-02 7.5657e-02 8.3417e-02 7.1458e-03 -1.2967e-02 1.4806e-02 -5.4419e-02 2.4277e-01 2.4880e-01 -1.3264e-02 -7.5914e-03 1.5283e-02
1.1392e+00 -7.4381e-02 -3.3967e-02 8.1770e-02 -4.4723e-02 -7.7059e-02 8.9097e-02 -3.2083e-02 7.3582e-02 8.0272e-02 -1.0041e-02 -4.4243e-03 1.0972e-02 5.2890e-01 -5.1327e-01 7.3701e-01 -4.4808e-03 9.5848e-03 1.0580e-02
1.0765e+00 -7.4454e-02 -3.3822e-02 8.1776e-02 -2.7203e-02 -1.2224e-01 1.2523e-01 -2.7021e-02 7.1632e-02 7.6559e-02 -1.6156e-02 1.1356e-02 1.9748e-02 -3.7912e-01 1.1386e-01 3.9585e-01 9.2865e-03 1.4291e-02 1.7044e-02
1.0154e+00 -7.4336e-02 -3.3615e-02 8.1583e-02 5.0744e-03 -1.3578e-01 1.3588e-01 -2.0598e-02 7.1129e-02 7.4051e-02 8.5557e-04 1.0986e-03 1.3924e-03 1.0593e-02 2.1741e-02 2.4185e-02 9.4613e-04 9.5848e-05 9.5098e-04
9.5604e-01 -7.4008e-02 -3.3387e-02 8.1191e-02 3.0456e-03 -1.2850e-01 1.2854e-01 -1.4235e-02 7.1525e-02 7.2927e-02 -4.8646e-03 4.8033e-03 6.8364e-03 -3.6495e-02 1.8712e-02 4.1012e-02 3.3481e-03 4.0374e-03 5.2450e-03
8.9837e-01 -7.3514e-02 -3.3161e-02 8.0647e-02 -3.1209e-02 -9.3322e-02 9.8402e-02 -9.0264e-03 7.0886e-02 7.1458e-02 1.0277e-03 3.6798e-04 1.0916e-03 2.5441e-03 4.5970e-03 5.2540e-03 4.4773e-04 1.3370e-04 4.6727e-04
8.4240e-01 -7.2854e-02 -3.2962e-02 7.9963e-02 -4.5539e-02 -5.7164e-02 7.3086e-02 -5.7067e-03 6.9071e-02 6.9306e-02 -2.9318e-03 3.4878e-03 4.5563e-03 -1.2239e-02 9.5423e-04 1.2276e-02 2.1729e-03 2.3004e-03 3.1644e-03
7.8815e-01 -7.2095e-02 -3.2781e-02 7.9198e-02 -4.9835e-02 -3.0618e-02 5.8489e-02 -3.8194e-03 6.7011e-02 6.7120e-02 1.0808e-03 4.9609e-04 1.1892e-03 5.0691e-04 2.6145e-03 2.6632e-03 6.4150e-04 1.7423e-04 6.6473e-04
7.3562e-01 -7.1244e-02 -3.2622e-02 7.8357e-02 -5.5453e-02 -1.5119e-02 5.7477e-02 -2.9093e-03 6.4802e-02 6.4867e-02 -2.1735e-03 3.0678e-03 3.7597e-03 -6.7367e-03 4.1862e-04 6.7497e-03 1.7720e-03 1.5701e-03 2.3675e-03
6.8483e-01 -7.0364e-02 -3.2473e-02 7.7496e-02 -6.5712e-02 -8.3462e-03 6.6239e-02 -2.4388e-03 6.2362e-02 6.2409e-02 1.1137e-03 5.0969e-04 1.2248e-03 7.0110e-04 2.2480e-03 2.3548e-03 7.1758e-04 1.7742e-04 7.3919e-04
6.3577e-01 -6.9458e-02 -3.2339e-02 7.6617e-02 -7.6040e-02 -3.9822e-03 7.6144e-02 -2.2085e-03 5.9568e-02 5.9609e-02 -1.8204e-03 2.8251e-03 3.3608e-03 -5.8170e-03 1.6590e-03 6.0489e-03 1.4971e-03 1.1593e-03 1.8935e-03
5.8847e-01 -6.8582e-02 -3.2210e-02 7.5769e-02 -8.5802e-02 -1.5965e-03 8.5817e-02 -2.1033e-03 5.6514e-02 5.6553e-02 1.1673e-03 4.3550e-04 1.2459e-03 1.2065e-03 2.0506e-03 2.3792e-03 6.8178e-04 1.3405e-04 6.9483e-04
5.4293e-01 -6.7726e-02 -3.2095e-02 7.4946e-02 -9.4586e-02 -6.9963e-04 9.4589e-02 -2.0695e-03 5.3217e-02 5.3258e-02 -1.6467e-03 2.6652e-03 3.1329e-03 -5.1129e-03 2.3591e-03 5.6309e-03 1.2570e-03 8.8644e-04 1.5381e-03
4.9916e-01 -6.6937e-02 -3.1984e-02 7.4185e-02 -1.0223e-01 -7.7937e-04 1.0224e-01 -2.0419e-03 4.9776e-02 4.9818e-02 1.2188e-03 3.4157e-04 1.2658e-03 1.5973e-03 1.7882e-03 2.3978e-03 6.0173e-04 9.5433e-05 6.0925e-04
4.5716e-01 -6.6193e-02 -3.1886e-02 7.3473e-02 -1.0875e-01 -1.4250e-03 1.0876e-01 -2.0094e-03 4.6224e-02 4.6267e-02 -1.5769e-03 2.5760e-03 3.0204e-03 -4.6460e-03 2.7284e-03 5.3879e-03 1.0472e-03 6.9533e-04 1.2570e-03
4.1696e-01 -6.5532e-02 -3.1793e-02 7.2837e-02 -1.1432e-01 -2.2700e-03 1.1434e-01 -1.9472e-03 4.2641e-02 4.2685e-02 1.2777e-03 2.4633e-04 1.3012e-03 1.8914e-03 1.5487e-03 2.4445e-03 5.0897e-04 6.6976e-05 5.1336e-04
3.7856e-01 -6.4927e-02 -3.1714e-02 7.2258e-02 -1.1919e-01 -3.0740e-03 1.1923e-01 -1.8676e-03 3.9047e-02 3.9092e-02 -1.5759e-03 2.5475e-03 2.9955e-03 -4.4157e-03 2.9323e-03 5.3007e-03 8.6474e-04 5.5464e-04 1.0273e-03
3.4196e-01 -6.4407e-02 -3.1639e-02 7.1759e-02 -1.2392e-01 -3.5221e-03 1.2397e-01 -1.7669e-03 3.5496e-02 3.5540e-02 1.3536e-03 1.5027e-04 1.3619e-03 2.1492e-03 1.3672e-03 2.5472e-03 4.1639e-04 4.5628e-05 4.1888e-04
3.0718e-01 -6.3943e-02 -3.1578e-02 7.1315e-02 -1.2912e-01 -3.2999e-03 1.2916e-01 -1.6739e-03 3.1970e-02 3.2014e-02 -1.6297e-03 2.5753e-03 3.0477e-03 -4.4109e-03 3.0680e-03 5.3730e-03 7.0547e-04 4.4556e-04 8.3439e-04
2.7423e-01 -6.3562e-02 -3.1521e-02 7.0948e-02 -1.3127e-01 -3.9742e-03 1.3133e-01 -1.5793e-03 2.8533e-02 2.8576e-02 1.4495e-03 5.1261e-05 1.4504e-03 2.4145e-03 1.2580e-03 2.7226e-03 3.2865e-04 2.7551e-05 3.2980e-04
2.4311e-01 -6.3228e-02 -3.1476e-02 7.0629e-02 -1.3136e-01 -5.2052e-03 1.3147e-01 -1.4663e-03 2.5260e-02 2.5302e-02 -1.7317e-03 2.6555e-03 3.1703e-03 -4.5946e-03 3.1823e-03 5.5891e-03 5.6525e-04 3.5664e-04 6.6836e-04
2.1383e-01 -6.2964e-02 -3.1434e-02 7.0375e-02 -1.3125e-01 -6.2771e-03 1.3140e-01 -1.3306e-03 2.2186e-02 2.2226e-02 1.5884e-03 -7.3916e-05 1.5901e-03 2.7526e-03 1.1790e-03 2.9944e-03 2.4766e-04 1.0865e-05 2.4790e-04
1.8640e-01 -6.2735e-02 -3.1403e-02 7.0156e-02 -1.3113e-01 -7.1737e-03 1.3133e-01 -1.1837e-03 1.9306e-02 1.9342e-02 -1.8909e-03 2.7838e-03 3.3652e-03 -4.9114e-03 3.2754e-03 5.9034e-03 4.4210e-04 2.8232e-04 5.2456e-04
1.6083e-01 -6.2563e-02 -3.1374e-02 6.9989e-02 -1.3104e-01 -7.8819e-03 1.3128e-01 -1.0287e-03 1.6626e-02 1.6658e-02 1.7873e-03 -2.4511e-04 1.8041e-03 3.2001e-03 1.1153e-03 3.3889e-03 1.7523e-04 -3.7810e-06 1.7527e-04
1.3713e-01 -6.2414e-02 -3.1355e-02 6.9847e-02 -1.3095e-01 -8.4605e-03 1.3122e-01 -8.7428e-04 1.4140e-02 1.4167e-02 -2.1241e-03 2.9744e-03 3.6549e-03 -5.3828e-03 3.3354e-03 6.3324e-03 3.3522e-04 2.1977e-04 4.0084e-04
1.1529e-01 -6.2311e-02 -3.1337e-02 6.9747e-02 -1.3089e-01 -8.8944e-03 1.3119e-01 -7.2197e-04 1.1854e-02 1.1876e-02 2.0739e-03 -4.8635e-04 2.1302e-03 3.8046e-03 1.0931e-03 3.9585e-03 1.1277e-04 -1.5817e-05 1.1387e-04
9.5331e-02 -6.2219e-02 -3.1326e-02 6.9660e-02 -1.3083e-01 -9.2391e-03 1.3115e-01 -5.7767e-04 9.7632e-03 9.7803e-03 -2.4694e-03 3.2586e-03 4.0886e-03 -6.0618e-03 3.3219e-03 6.9124e-03 2.4397e-04 1.6721e-04 2.9577e-04
7.7255e-02 -6.2164e-02 -3.1315e-02 6.9606e-02 -1.3080e-01 -9.4781e-03 1.3114e-01 -4.4175e-04 7.8730e-03 7.8854e-03 2.5031e-03 -8.4380e-04 2.6415e-03 4.6358e-03 1.1836e-03 4.7846e-03 6.1350e-05 -2.4928e-05 6.6221e-05
6.1067e-02 -6.2112e-02 -3.1311e-02 6.9558e-02 -1.3075e-01 -9.6624e-03 1.3111e-01 -3.1827e-04 6.1781e-03 6.1863e-03 -3.0058e-03 3.7016e-03 4.7683e-03 -7.0191e-03 3.1187e-03 7.6807e-03 1.6781e-04 1.2362e-04 2.0843e-04
4.6772e-02 -6.2090e-02 -3.1305e-02 6.9535e-02 -1.3075e-01 -9.7725e-03 1.3111e-01 -2.0662e-04 4.6840e-03 4.6886e-03 3.1944e-03 -1.4167e-03 3.4945e-03 5.7606e-03 1.5821e-03 5.9740e-03 2.1938e-05 -3.0993e-05 3.7971e-05
3.4375e-02 -6.2062e-02 -3.1304e-02 6.9510e-02 -1.3072e-01 -9.8578e-03 1.3109e-01 -1.0973e-04 3.3864e-03 3.3882e-03 -3.9198e-03 4.4570e-03 5.9355e-03 -8.2614e-03 2.4083e-03 8.6053e-03 1.0584e-04 8.8518e-05 1.3798e-04
